id,name,name_raw,melakarta_num,melakarta_name,arohanam_raw,avarohanam_raw,arohanam,avarohanam,is_melakarta
bhupkalyani,BhUpkalyANi,bhUpkalyANi,65,MEcakalyaaNi,S R2 M2 P D2 S,S N3 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
bhuranjani,BhUranjani,bhUranjani,65,MEcakalyaaNi,S R2 G3 P D2 N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ P D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
brndavanasaranga,BrndAvanasAranga,brndAvanasAranga,65,MEcakalyaaNi,S R2 M2 P N3 S,S N3 P M2 R2 S,S R₂ M₂ P N₃ Ṡ,S N₃ P M₂ R₂ Ṡ,False
cakkarakuliya,CakkarakuLiya,cakkarakuLiya,65,MEcakalyaaNi,S R2 M2 P N3 S,S N3 D2 P M2 G3 R2 S,S R₂ M₂ P N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
camparantakam,CamparAntakam,camparAntakam,65,MEcakalyaaNi,S G3 M2 P D2 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
candrakantam,CandrakAntam,candrakAntam,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
cankarantakam,CankarAntakam,cankarAntakam,65,MEcakalyaaNi,S G3 M2 P D2 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
caravibhasita,Caravibhasita,caravibhasita,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S D2 P M2 G3 R2 S,S G₃ M₂ P D₂ N₃ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
cetulavali,CEtulAvaLI,cEtulAvaLI,65,MEcakalyaaNi,S R2 G3 R2 G3 M2 PN3 D2 N3 S,S N3 D2 N3 P M2 R2 G3 R2 S,S R₂ G₃ R₂ G₃ M₂ PN3 D₂ N₃ Ṡ,S N₃ D₂ N₃ P M₂ R₂ G₃ R₂ Ṡ,False
cittadyuti,Cittadyuti,cittadyuti,65,MEcakalyaaNi,S R2 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
dambakaushikam,Dambakaushikam,dambakaushikam,65,MEcakalyaaNi,S G3 M2 P N3 S,S N3 P M2 R2 G3 M2 G3 S,S G₃ M₂ P N₃ Ṡ,S N₃ P M₂ R₂ G₃ M₂ G₃ Ṡ,False
datibalam,DaTibalam,daTibalam,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P G₃ R₂ Ṡ,False
desha,DEsha,dEsha,65,MEcakalyaaNi,S R2 G3 P M2 D2 N3 S D2 P S,S N3 D2 P M2 G3 M2 G3 R2 S,S R₂ G₃ P M₂ D₂ N₃ Ṡ D₂ P Ṡ,S N₃ D₂ P M₂ G₃ M₂ G₃ R₂ Ṡ,False
deshakalyani,DEshakalyANi,dEshakalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 P N3 S,S N3 D2 P M2 G3 M2 R2 M2 G3 S,S R₂ G₃ M₂ P D₂ P N₃ Ṡ,S N₃ D₂ P M₂ G₃ M₂ R₂ M₂ G₃ Ṡ,False
deshyasindhumalavi,DEshyasindhumALavi,dEshyasindhumALavi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S D2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S D₂ P G₃ R₂ Ṡ,False
devadhanyasi,DEvadhanyAsi,dEvadhanyAsi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S D2 P G3 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S D₂ P G₃ Ṡ,False
devahamsadhvani,DEvahamsadhvani,dEvahamsadhvani,65,MEcakalyaaNi,S G3 M2 P N3 S,S D2 P G3 R2 S,S G₃ M₂ P N₃ Ṡ,S D₂ P G₃ R₂ Ṡ,False
devahamsavelavali,DEvahamsavELAvaLi,dEvahamsavELAvaLi,65,MEcakalyaaNi,S R2 M2 P D2 S,S N3 P G3 R2 S,S R₂ M₂ P D₂ Ṡ,S N₃ P G₃ R₂ Ṡ,False
devakamalanarayani,DEvakamalanArAyaNi,dEvakamalanArAyaNi,65,MEcakalyaaNi,S G3 P N3 S,S D2 M2 R2 S,S G₃ P N₃ Ṡ,S D₂ M₂ R₂ Ṡ,False
devasaveri,DEvasAvEri,dEvasAvEri,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ P G₃ R₂ Ṡ,False
dharapallavam,Dharapallavam,dharapallavam,65,MEcakalyaaNi,S R2 M2 G3 M2 P N3 S,S N3 D2 P M2 G3 M2 R2 G3 R2 S,S R₂ M₂ G₃ M₂ P N₃ Ṡ,S N₃ D₂ P M₂ G₃ M₂ R₂ G₃ R₂ Ṡ,False
dipikavijayam,DIpikavijayam,dIpikavijayam,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S D2 P G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S D₂ P G₃ R₂ Ṡ,False
dirghadarshi,DIrghadarshi,dIrghadarshi,65,MEcakalyaaNi,S R2 M2 P D2 N3 D2 S,S N3 D2 P M2 G3 M2 S,S R₂ M₂ P D₂ N₃ D₂ Ṡ,S N₃ D₂ P M₂ G₃ M₂ Ṡ,False
dirghadarshini,DIrghadarshini,dIrghadarshini,65,MEcakalyaaNi,S R2 M2 P N3 D2 S,S N3 D2 P M2 G3 M2 S,S R₂ M₂ P N₃ D₂ Ṡ,S N₃ D₂ P M₂ G₃ M₂ Ṡ,False
drti,Drti,drti,65,MEcakalyaaNi,S R2 G3 P M2 D2 N3 P D2 P,S N3 D2 M2 G3 R2 G3 S,S R₂ G₃ P M₂ D₂ N₃ P D₂ P,S N₃ D₂ M₂ G₃ R₂ G₃ Ṡ,False
dvimukhapriya,DvimukhapriyA,dvimukhapriyA,65,MEcakalyaaNi,S R2 G3 M2 P N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ P N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
gananayaki,GaNanAyaki,gaNanAyaki,65,MEcakalyaaNi,S G3 M2 N3 D2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ N₃ D₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
ganasuprabhatam,GAnasuprabhAtam,gAnasuprabhAtam,65,MEcakalyaaNi,S R2 M2 P D2 S,S D2 P D2 N3 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ Ṡ,S D₂ P D₂ N₃ D₂ P M₂ G₃ R₂ Ṡ,False
gangeshvari,GangEshvari,gangEshvari,65,MEcakalyaaNi,S R2 P D2 N3 S,S N3 D2 M2 D2 M2 P G3 R2 S,S R₂ P D₂ N₃ Ṡ,S N₃ D₂ M₂ D₂ M₂ P G₃ R₂ Ṡ,False
garalari,Garalari,garalari,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 P G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ P G₃ R₂ Ṡ,False
ghananayaki,GhananAyaki,ghananAyaki,65,MEcakalyaaNi,S G3 M2 N3 D2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ N₃ D₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
giridharini,GiridhAriNi,giridhAriNi,65,MEcakalyaaNi,S G3 M2 P D2 S,S D2 P M2 G3 S,S G₃ M₂ P D₂ Ṡ,S D₂ P M₂ G₃ Ṡ,False
giriyabharana,GiriyAbharaNa,giriyAbharaNa,65,MEcakalyaaNi,S R2 G3 M2 P N3 D2 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ P N₃ D₂ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
gurudeshya,GurudEshya,gurudEshya,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
gurudipakam,GurudIpakam,gurudIpakam,65,MEcakalyaaNi,S R2 G3 P S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ P Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
hamirkalyani,HamIrkalyANi,hamIrkalyANi,65,MEcakalyaaNi,S P M2 P D2 N3 S,S N3 D2 P G3 M2 G3 R2 S,S P M₂ P D₂ N₃ Ṡ,S N₃ D₂ P G₃ M₂ G₃ R₂ Ṡ,False
hamirkalyani,HamIrkalyANi,hamIrkalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 D2 P D2,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ D₂ P D₂,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
hamirkalyani,HamIrkalyANi,hamIrkalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 P D2 P,S N3 D2 P G3 M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ P D₂ P,S N₃ D₂ P G₃ M₂ G₃ R₂ Ṡ,False
hamirkalyani,HamIrkalyANi,hamIrkalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S D2 P G3 M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S D₂ P G₃ M₂ G₃ R₂ Ṡ,False
hamirkalyani,HamIrkalyANi,hamIrkalyANi,65,MEcakalyaaNi,S R2 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
hamsakalyani,HamsakalyANi,hamsakalyANi,65,MEcakalyaaNi,S R2 G3 P N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ P N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
hamviru,HamvIru,hamvIru,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
haramanohari,HaramanOhari,haramanOhari,65,MEcakalyaaNi,S R2 G3 R2 M2 P N3 D2 N3 P,S N3 D2 P M2 G3 M2 R2 S,S R₂ G₃ R₂ M₂ P N₃ D₂ N₃ P,S N₃ D₂ P M₂ G₃ M₂ R₂ Ṡ,False
hindol,HinDol,hinDol,65,MEcakalyaaNi,S G3 M2 D2 N3 S,S N3 D2 M2 G3 S,S G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ Ṡ,False
hotrari,HOtrari,hOtrari,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 P M2 G3 M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ P M₂ G₃ M₂ G₃ R₂ Ṡ,False
huttari,Huttari,huttari,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 M2 G3 R2 G3 M2 R2 G3 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ M₂ G₃ R₂ G₃ M₂ R₂ G₃ Ṡ,False
indumagirvani,IndumAgIrvANi,indumAgIrvANi,65,MEcakalyaaNi,S G3 P D2 S,S N3 P M2 G3 R2 S,S G₃ P D₂ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
janyacudamani,JanyacUDAmaNi,janyacUDAmaNi,65,MEcakalyaaNi,S R2 G3 P D2 S,S N3 P M2 G3 S,S R₂ G₃ P D₂ Ṡ,S N₃ P M₂ G₃ Ṡ,False
jayacudamani,JayacUDAmaNi,jayacUDAmaNi,65,MEcakalyaaNi,S R2 G3 P D2 S,S N3 P M2 G3 S,S R₂ G₃ P D₂ Ṡ,S N₃ P M₂ G₃ Ṡ,False
jnanappon,JnAnappon,jnAnappon,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
jnanashrutiniranjani,JnAnashrutiniranjani,jnAnashrutiniranjani,65,MEcakalyaaNi,S R2 G3 P D2 N3 S,S N3 P M2 G3 S,S R₂ G₃ P D₂ N₃ Ṡ,S N₃ P M₂ G₃ Ṡ,False
kalakahamsa,KalakahamsA,kalakahamsA,65,MEcakalyaaNi,S G3 M2 P D2 S,S N3 P G3 R2 S,S G₃ M₂ P D₂ Ṡ,S N₃ P G₃ R₂ Ṡ,False
kalyanadayini,KalyANadAyini,kalyANadAyini,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
kalyani,KalyANi,kalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P G₃ R₂ Ṡ,False
kalyani,KalyANi,kalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
kalyani,KalyANi,kalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ P G₃ R₂ Ṡ,False
kamalottaram,KamalOttaram,kamalOttaram,65,MEcakalyaaNi,S M2 P D2 N3 S,S N3 D2 P M2 S,S M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ Ṡ,False
kanakaghnta,KanakaghNTa,kanakaghNTa,65,MEcakalyaaNi,S G3 R2 G3 M2 P N3 D2 S,S N3 P M2 R2 G3 M2 R2 S,S G₃ R₂ G₃ M₂ P N₃ D₂ Ṡ,S N₃ P M₂ R₂ G₃ M₂ R₂ Ṡ,False
karalari,Karalari,karalari,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 P G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ P G₃ R₂ Ṡ,False
kargeshvari,KargEshvari,kargEshvari,65,MEcakalyaaNi,S R2 P D2 N3 S,S N3 D2 M2 D2 M2 P G3 R2 S,S R₂ P D₂ N₃ Ṡ,S N₃ D₂ M₂ D₂ M₂ P G₃ R₂ Ṡ,False
karnamanjari,KarNamanjari,karNamanjari,65,MEcakalyaaNi,S R2 G3 M2 N3 S,S D2 N3 D2 P M2 R2 M2 G3 R2 S,S R₂ G₃ M₂ N₃ Ṡ,S D₂ N₃ D₂ P M₂ R₂ M₂ G₃ R₂ Ṡ,False
kaumoda,KAumOda,kAumOda,65,MEcakalyaaNi,S R2 G3 M2 N3 S,S N3 M2 G3 R2 S,S R₂ G₃ M₂ N₃ Ṡ,S N₃ M₂ G₃ R₂ Ṡ,False
kaumoda,KaumOda,kaumOda,65,MEcakalyaaNi,S R2 G3 M2 N3 S,S N3 P M2 G3 S,S R₂ G₃ M₂ N₃ Ṡ,S N₃ P M₂ G₃ Ṡ,False
kaumoda,KaumOda,kaumOda,65,MEcakalyaaNi,S R2 G3 M2 N3 S,S P M2 G3 R2 S,S R₂ G₃ M₂ N₃ Ṡ,S P M₂ G₃ R₂ Ṡ,False
kiranamanjari,KiraNamanjari,kiraNamanjari,65,MEcakalyaaNi,S R2 G3 M2 N3 S,S D2 N3 D2 P M2 R2 M2 G3 R2 S,S R₂ G₃ M₂ N₃ Ṡ,S D₂ N₃ D₂ P M₂ R₂ M₂ G₃ R₂ Ṡ,False
kodaibhupalam,KODaibhUpALam,kODaibhUpALam,65,MEcakalyaaNi,S G3 M2 P N3 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ P N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
kokilabhupalam,KOkilabhUpALam,kOkilabhUpALam,65,MEcakalyaaNi,S G3 M2 P D2 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
koshalavijayam,KOshalavijayam,kOshalavijayam,65,MEcakalyaaNi,S R2 M2 P D2 N3 S,S N3 P G3 R2 S,S R₂ M₂ P D₂ N₃ Ṡ,S N₃ P G₃ R₂ Ṡ,False
ksirarnavam,KSirArNavam,kSirArNavam,65,MEcakalyaaNi,S R2 G3 M2 P D2 S,S N3 D2 P M2 G3 S,S R₂ G₃ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ Ṡ,False
kucamargini,KucamArgiNi,kucamArgiNi,65,MEcakalyaaNi,S G3 R2 G3 M2 N3 D2 P D2 N3,S N3 D2 P M2 R2 G3 R2 S,S G₃ R₂ G₃ M₂ N₃ D₂ P D₂ N₃,S N₃ D₂ P M₂ R₂ G₃ R₂ Ṡ,False
kucavahini,KucavAhini,kucavAhini,65,MEcakalyaaNi,S R2 G3 R2 M2 P M2 D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ R₂ M₂ P M₂ D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
kuntalakusumavali,KuntalakusumAvaLi,kuntalakusumAvaLi,65,MEcakalyaaNi,S R2 G3 M2 P M2 P S,S N3 D2 N3 P M2 G3 S,S R₂ G₃ M₂ P M₂ P Ṡ,S N₃ D₂ N₃ P M₂ G₃ Ṡ,False
kuntalakusumavali,KuntalakusumAvaLi,kuntalakusumAvaLi,65,MEcakalyaaNi,S R2 G3 M2 P S,S N3 D2 N3 P M2 G3 S,S R₂ G₃ M₂ P Ṡ,S N₃ D₂ N₃ P M₂ G₃ Ṡ,False
kuntalashrikannthi,KuntalashrIkanNThi,kuntalashrIkanNThi,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S N3 P M2 G3 R2 S,S G₃ M₂ P D₂ N₃ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
kurattimanalan,KurattimaNALan,kurattimaNALan,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
kuresham,KurEsham,kurEsham,65,MEcakalyaaNi,S R2 G3 M2 P N3 S,S N3 D2 P M2 R2 S,S R₂ G₃ M₂ P N₃ Ṡ,S N₃ D₂ P M₂ R₂ Ṡ,False
kurudeshyam,KurudEshyam,kurudEshyam,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
kusumagrani,KusumAgraNi,kusumAgraNi,65,MEcakalyaaNi,S G3 R2 G3 M2 N3 D2 P D2 N3 S,S N3 D2 P M2 R2 G3 R2 S,S G₃ R₂ G₃ M₂ N₃ D₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ R₂ G₃ R₂ Ṡ,False
kuvalayapriya,KuvalayapriyA,kuvalayapriyA,65,MEcakalyaaNi,S R2 M2 P N3 S,S D2 P M2 G3 S,S R₂ M₂ P N₃ Ṡ,S D₂ P M₂ G₃ Ṡ,False
laksmanakuntali,LakSmaNakuntali,lakSmaNakuntali,65,MEcakalyaaNi,S R2 G3 M2 D2 N3 S,S N3 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
madarmani,MAdarmANi,mAdarmANi,65,MEcakalyaaNi,S G3 P N3 S,S N3 P M2 R2 S,S G₃ P N₃ Ṡ,S N₃ P M₂ R₂ Ṡ,False
madhavakalyani,MAdhavakalyANi,mAdhavakalyANi,65,MEcakalyaaNi,S R2 G3 M2 P D2 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
madhavalangi,MAdhavaLAngi,mAdhavaLAngi,65,MEcakalyaaNi,S R2 G3 P S,S N3 D2 M2 R2 S,S R₂ G₃ P Ṡ,S N₃ D₂ M₂ R₂ Ṡ,False
madhujhankari,MadhujhankAri,madhujhankAri,65,MEcakalyaaNi,S R2 G3 M2 G3 P N3 D2 N3 S,S N3 P M2 G3 R2 S,S R₂ G₃ M₂ G₃ P N₃ D₂ N₃ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
magandharvakokilam,MAgandharvakOkilam,mAgandharvakOkilam,65,MEcakalyaaNi,S R2 G3 P N3 S,S D2 P M2 G3 S,S R₂ G₃ P N₃ Ṡ,S D₂ P M₂ G₃ Ṡ,False
magatarangini,MAgatarangiNi,mAgatarangiNi,65,MEcakalyaaNi,S R2 G3 M2 P D2 S,S N3 D2 P M2 R2 G3 R2 S,S R₂ G₃ M₂ P D₂ Ṡ,S N₃ D₂ P M₂ R₂ G₃ R₂ Ṡ,False
magopati,MAgOpati,mAgOpati,65,MEcakalyaaNi,S R2 G3 P S,S N3 D2 M2 G3 R2 S,S R₂ G₃ P Ṡ,S N₃ D₂ M₂ G₃ R₂ Ṡ,False
mahakokilam,MahAkOkilam,mahAkOkilam,65,MEcakalyaaNi,S G3 P D2 S,S N3 D2 P M2 G3 R2 S,S G₃ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
maitrabhavini,MaitrabhAvini,maitrabhAvini,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
makanakabhavani,MAkanakabhavAni,mAkanakabhavAni,65,MEcakalyaaNi,S R2 G3 M2 P N3 S,S D2 P G3 R2 S,S R₂ G₃ M₂ P N₃ Ṡ,S D₂ P G₃ R₂ Ṡ,False
makanakagiri,MAkanakagiri,mAkanakagiri,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S D2 P G3 R2 S,S G₃ M₂ P D₂ N₃ Ṡ,S D₂ P G₃ R₂ Ṡ,False
malavasindhu,MALavasindhu,mALavasindhu,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 P M2 G3 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ P M₂ G₃ Ṡ,False
malayalakurinji,MalayALakurinji,malayALakurinji,65,MEcakalyaaNi,S G3 M2 P D2 S,S N3 P M2 G3 R2 S,S G₃ M₂ P D₂ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
mamangaladeshikam,MAmangaLadEshikam,mAmangaLadEshikam,65,MEcakalyaaNi,S R2 G3 P N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ P N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
mamaruvagaula,MAmAruvagauLa,mAmAruvagauLa,65,MEcakalyaaNi,S G3 M2 P S,S N3 D2 P M2 G3 R2 S,S G₃ M₂ P Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
mamecasaveri,MAmEcasAvEri,mAmEcasAvEri,65,MEcakalyaaNi,S G3 P N3 S,S D2 P M2 G3 R2 S,S G₃ P N₃ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
mameghakuntali,MAmEghakuntali,mAmEghakuntali,65,MEcakalyaaNi,S R2 G3 M2 P N3 S,S D2 P M2 G3 R2 S,S R₂ G₃ M₂ P N₃ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
maruvasindhu,MAruvasindhu,mAruvasindhu,65,MEcakalyaaNi,S G3 P N3 S,S D2 P M2 G3 R2 S,S G₃ P N₃ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
mavijayakirti,MAvijayakIrti,mAvijayakIrti,65,MEcakalyaaNi,S R2 G3 P D2 N3 S,S D2 P M2 G3 S,S R₂ G₃ P D₂ N₃ Ṡ,S D₂ P M₂ G₃ Ṡ,False
mayarupini,MAyArUpiNi,mAyArUpiNi,65,MEcakalyaaNi,S R2 G3 P M2 D2 N3 S,S N3 P M2 G3 R2 S,S R₂ G₃ P M₂ D₂ N₃ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
mayasvarupini,MAyAsvarUpiNi,mAyAsvarUpiNi,65,MEcakalyaaNi,S R2 G3 P M2 D2 N3 S,S N3 P M2 G3 R2 S,S R₂ G₃ P M₂ D₂ N₃ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
mayogadhanyasi,MAyOgadhanyAsi,mAyOgadhanyAsi,65,MEcakalyaaNi,S R2 M2 P N3 S,S D2 P G3 S,S R₂ M₂ P N₃ Ṡ,S D₂ P G₃ Ṡ,False
mecaputri,MEcaputri,mEcaputri,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S N3 D2 M2 G3 S,S G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ Ṡ,False
mecavuttari,MEcavuttari,mEcavuttari,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S N3 D2 M2 G3 S,S G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ Ṡ,False
meghakuntali,MEghakuntali,mEghakuntali,65,MEcakalyaaNi,S R2 G3 M2 P D2 S,S D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
mohanakalyani,MOhanakalyANi,mOhanakalyANi,65,MEcakalyaaNi,S R2 G3 P D2 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
mohanaraga,MOhanarAga,mOhanarAga,65,MEcakalyaaNi,S R2 G3 P D2 S,S D2 P G3 R2 S,S R₂ G₃ P D₂ Ṡ,S D₂ P G₃ R₂ Ṡ,False
mrganandanam,MrgAnandanam,mrgAnandanam,65,MEcakalyaaNi,S R2 G3 D2 N3 S,S N3 D2 M2 D2 G3 R2 S,S R₂ G₃ D₂ N₃ Ṡ,S N₃ D₂ M₂ D₂ G₃ R₂ Ṡ,False
nadakalyani,NAdakalyANi,nAdakalyANi,65,MEcakalyaaNi,S G3 M2 D2 N3 S,S N3 D2 M2 G3 M2 R2 S,S G₃ M₂ D₂ N₃ Ṡ,S N₃ D₂ M₂ G₃ M₂ R₂ Ṡ,False
nagavasi,NAgavasi,nAgavasi,65,MEcakalyaaNi,S R2 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
nagavasini,NAgavAsini,nAgavAsini,65,MEcakalyaaNi,S R2 G3 M2 P S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
