id,name,name_raw,melakarta_num,melakarta_name,arohanam_raw,avarohanam_raw,arohanam,avarohanam,is_melakarta
bhagavataranjana,Bhagavataranjana,bhagavataranjana,64,Vaacaspati,S R2 M2 P D2 N2 S,S N2 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
bhogishvari,BhOgIshvari,bhOgIshvari,64,Vaacaspati,S R2 G3 P D2 N2 D2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ P D₂ N₂ D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
bhusavali,BhUSAvaLi,bhUSAvaLi,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
bhusavali,BhUSAvaLi,bhUSAvaLi,64,Vaacaspati,S R2 G3 M2 P D2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
bhusavali,BhUSAvaLi,bhUSAvaLi,64,Vaacaspati,S R2 P M2 P D2 S,S N2 D2 P M2 G3 R2 S,S R₂ P M₂ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
brndavanasaranga,BrndAvanasAranga,brndAvanasAranga,64,Vaacaspati,S R2 M2 P N2 S,S N2 P M2 R2 S,S R₂ M₂ P N₂ Ṡ,S N₂ P M₂ R₂ Ṡ,False
daksayani,DAkSAyaNi,dAkSAyaNi,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 D2 M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ R₂ Ṡ,False
damayanti,Damayanti,damayanti,64,Vaacaspati,S G3 M2 P S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
devaattiru,DEvaattiru,dEvaattiru,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S D2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S D₂ P G₃ R₂ Ṡ,False
devakunjari,DEvakunjari,dEvakunjari,64,Vaacaspati,S R2 G3 P D2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
devamrtavahini,DEvAmrtavAhini,dEvAmrtavAhini,64,Vaacaspati,S G3 M2 P N2 D2 N2 S,S N2 D2 N2 P M2 G3 R2 S,S G₃ M₂ P N₂ D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₂ G₃ R₂ Ṡ,False
devapugazhmani,DEvapugazhmaNi,dEvapugazhmaNi,64,Vaacaspati,S G3 M2 D2 S,S N2 P M2 G3 R2 S,S G₃ M₂ D₂ Ṡ,S N₂ P M₂ G₃ R₂ Ṡ,False
dvigandharabhusani,DvigAndhArabhUSaNi,dvigAndhArabhUSaNi,64,Vaacaspati,S R2 G3 G3 G3 P D2 S,S D2 P G3 G3 G3 R2 S D2 S,S R₂ G₃ G₃ G₃ P D₂ Ṡ,S D₂ P G₃ G₃ G₃ R₂ Ṡ D₂ Ṡ,False
gaganamohini,GaganamOhini,gaganamOhini,64,Vaacaspati,S G3 P D2 N2 S,S N2 P M2 G3 S,S G₃ P D₂ N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
ghatika,GhaTikA,ghaTikA,64,Vaacaspati,S R2 M2 P N2 S,S N2 P M2 R2 S,S R₂ M₂ P N₂ Ṡ,S N₂ P M₂ R₂ Ṡ,False
ghatita,GhaTita,ghaTita,64,Vaacaspati,S R2 M2 P N2 S,S N2 D2 P M2 G3 R2 S,S R₂ M₂ P N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
gurupriya,GurupriyA,gurupriyA,64,Vaacaspati,S R2 G3 M2 D2 N2 S,S N2 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ R₂ Ṡ,False
hiradharini,HirAdhAriNi,hirAdhAriNi,64,Vaacaspati,S G3 M2 P D2 S,S D2 P M2 G3 S,S G₃ M₂ P D₂ Ṡ,S D₂ P M₂ G₃ Ṡ,False
hladini,HlAdini,hlAdini,64,Vaacaspati,S G3 M2 P N2 S,S N2 P M2 G3 S,S G₃ M₂ P N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
hradini,HrAdini,hrAdini,64,Vaacaspati,S G3 M2 P N2 S,S N2 P M2 G3 S,S G₃ M₂ P N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
jagabharnam,JagAbharNam,jagAbharNam,64,Vaacaspati,S R2 M2 G3 M2 P D2 N2 S,S N2 D2 P M2 G3 M2 R2 S,S R₂ M₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ M₂ R₂ Ṡ,False
jaganmamohini,JaganmamOhini,jaganmamOhini,64,Vaacaspati,S G3 P N2 S,S N2 D2 P M2 G3 R2 S,S G₃ P N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
kalyani,KalyANi,kalyANi,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 D2 P M2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ P G₃ R₂ Ṡ,False
kamalavrdi,Kamalavrdi,kamalavrdi,64,Vaacaspati,S M2 P D2 N2 S,S N2 D2 P M2 S,S M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ Ṡ,False
karunakaran,KaruNAkaran,karuNAkaran,64,Vaacaspati,S R2 G3 M2 D2 S,S N2 P M2 G3 R2 S,S R₂ G₃ M₂ D₂ Ṡ,S N₂ P M₂ G₃ R₂ Ṡ,False
kathita,Kathita,kathita,64,Vaacaspati,S R2 M2 P N2 S,S N2 D2 P M2 G3 R2 S,S R₂ M₂ P N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
ketakapriya,KEtakapriyA,kEtakapriyA,64,Vaacaspati,S G3 M2 P N2 S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
kiradharini,KiradhariNi,kiradhariNi,64,Vaacaspati,S G3 M2 P D2 S,S D2 P M2 G3 S,S G₃ M₂ P D₂ Ṡ,S D₂ P M₂ G₃ Ṡ,False
kubjavirata,KubjavirATa,kubjavirATa,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 D2 P M2 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ R₂ Ṡ,False
kumudamoda,KumudamOda,kumudamOda,64,Vaacaspati,S R2 G3 M2 D2 S P N2 D2 S,S N2 D2 M2 P D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ Ṡ P N₂ D₂ Ṡ,S N₂ D₂ M₂ P D₂ M₂ G₃ R₂ Ṡ,False
kutumbini,KuTumbini,kuTumbini,64,Vaacaspati,S G3 M2 D2 P D2 N2 S,S N2 P M2 G3 R2 S,S G₃ M₂ D₂ P D₂ N₂ Ṡ,S N₂ P M₂ G₃ R₂ Ṡ,False
latikanti,LatikAnti,latikAnti,64,Vaacaspati,S G3 M2 D2 N2 S,S N2 D2 P M2 P M2 G3 R2 S,S G₃ M₂ D₂ N₂ Ṡ,S N₂ D₂ P M₂ P M₂ G₃ R₂ Ṡ,False
mahadevapriya,MahAdEvapriyA,mahAdEvapriyA,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S D2 P G3 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S D₂ P G₃ Ṡ,False
mamadevi,MAmAdEvi,mAmAdEvi,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 P G3 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ P G₃ Ṡ,False
mangalakari,MangaLakari,mangaLakari,64,Vaacaspati,S M2 G3 M2 P D2 N2 S,S N2 D2 P M2 G3 R2 S,S M₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
mangalakari,MangaLakari,mangaLakari,64,Vaacaspati,S R2 P M2 P D2 N2 S,S N2 D2 P M2 S R2 S,S R₂ P M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ Ṡ R₂ Ṡ,False
mashakan,MAshakan,mAshakan,64,Vaacaspati,S G3 P D2 S,S N2 D2 P M2 G3 R2 S,S G₃ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
mashrikaradharini,MAshrIkaradhArini,mAshrIkaradhArini,64,Vaacaspati,S R2 G3 P D2 S,S N2 P M2 G3 S,S R₂ G₃ P D₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
mohanavacaspati,MOhanavAcaspati,mOhanavAcaspati,64,Vaacaspati,S R2 G3 P D2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
muktidayini,MuktidAyini,muktidAyini,64,Vaacaspati,S G3 M2 P D2 N2 S,S N2 D2 P M2 G3 S,S G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ Ṡ,False
mukundavacaspati,MukundavAcaspati,mukundavAcaspati,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S D2 P G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S D₂ P G₃ R₂ Ṡ,False
nadabrahma,NAdabrahma,nAdabrahma,64,Vaacaspati,S P M2 P D2 N2 S,S N2 D2 M2 G3 S,S P M₂ P D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ Ṡ,False
nadabrahma,NAdabrahma,nAdabrahma,64,Vaacaspati,S P M2 P D2 N2 S,S N2 D2 P M2 G3 S,S P M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ Ṡ,False
pancamurti,PancamUrti,pancamUrti,64,Vaacaspati,S R2 G3 M2 P D2 N2,D2 P M2 P G3 R2 S N2 S,S R₂ G₃ M₂ P D₂ N₂,D₂ P M₂ P G₃ R₂ Ṡ N₂ Ṡ,False
pancamurti,PancamUrti,pancamUrti,64,Vaacaspati,S R2 G3 M2 P D2 N2,D2 P M2 P G3 R2 S N2,S R₂ G₃ M₂ P D₂ N₂,D₂ P M₂ P G₃ R₂ Ṡ N₂,False
pancanarayani,PancanArAyaNi,pancanArAyaNi,64,Vaacaspati,S G3 M2 P N2 D2 N2 S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P N₂ D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
paramesthi,ParamESThi,paramESThi,64,Vaacaspati,S R2 G3 M2 D2 N2 S,S N2 D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ R₂ Ṡ,False
parimalanandi,ParimaLAnandi,parimaLAnandi,64,Vaacaspati,S R2 G3 P M2 D2 N2 S,S N2 P M2 G3 S,S R₂ G₃ P M₂ D₂ N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
pashanarayani,PAshanArAyaNi,pAshanArAyaNi,64,Vaacaspati,S G3 M2 P N2 D2 N2 S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P N₂ D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
pazhamudirsholai,PazhamudirshOlai,pazhamudirshOlai,64,Vaacaspati,S R2 G3 P D2 N2 S,S D2 P M2 G3 S,S R₂ G₃ P D₂ N₂ Ṡ,S D₂ P M₂ G₃ Ṡ,False
phaladayaki,PhaladAyaki,phaladAyaki,64,Vaacaspati,S G3 P M2 D2 N2 S,S D2 N2 P G3 M2 G3 R2 S,S G₃ P M₂ D₂ N₂ Ṡ,S D₂ N₂ P G₃ M₂ G₃ R₂ Ṡ,False
pranavakari,PraNavAkari,praNavAkari,64,Vaacaspati,P N2 D2 N2 S R2 G3 M2,P M2 G3 R2 S N2 D2 N2 P,P N₂ D₂ N₂ Ṡ R₂ G₃ M₂,P M₂ G₃ R₂ Ṡ N₂ D₂ N₂ P,False
pranavakari,PraNavAkari,praNavAkari,64,Vaacaspati,S N2 D2 N2 D2 R2 G3 M2,P M2 G3 R2 S N2 D2 N2 S,S N₂ D₂ N₂ D₂ R₂ G₃ M₂,P M₂ G₃ R₂ Ṡ N₂ D₂ N₂ Ṡ,False
puttari,Puttari,puttari,64,Vaacaspati,S G3 M2 P D2 N2 S,S N2 D2 M2 G3 S,S G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ Ṡ,False
ramabharanam,RamAbharaNam,ramAbharaNam,64,Vaacaspati,S R2 M2 P S,S N2 D2 P M2 G3 S,S R₂ M₂ P Ṡ,S N₂ D₂ P M₂ G₃ Ṡ,False
ramaniyam,RamanIyam,ramanIyam,64,Vaacaspati,S G3 P N2 S,S D2 P M2 G3 S,S G₃ P N₂ Ṡ,S D₂ P M₂ G₃ Ṡ,False
ramavati,RamAvati,ramAvati,64,Vaacaspati,S R2 M2 P D2 S,S D2 P M2 R2 S,S R₂ M₂ P D₂ Ṡ,S D₂ P M₂ R₂ Ṡ,False
rami,Rami,rami,64,Vaacaspati,S G3 P D2 S,S N2 P M2 G3 S,S G₃ P D₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
ranabherioli,RaNabhErioli,raNabhErioli,64,Vaacaspati,S R2 M2 D2 S,S N2 P G3 S,S R₂ M₂ D₂ Ṡ,S N₂ P G₃ Ṡ,False
ratnambari,RatnAmbari,ratnAmbari,64,Vaacaspati,S G3 M2 D2 N2 S,S N2 D2 P M2 R2 S,S G₃ M₂ D₂ N₂ Ṡ,S N₂ D₂ P M₂ R₂ Ṡ,False
rattumidhvani,RaTTumidhvani,raTTumidhvani,64,Vaacaspati,S G3 P D2 S,S D2 M2 R2 S,S G₃ P D₂ Ṡ,S D₂ M₂ R₂ Ṡ,False
ravikantamani,RavikAntAmaNi,ravikAntAmaNi,64,Vaacaspati,S R2 M2 P D2 S,S N2 P G3 S,S R₂ M₂ P D₂ Ṡ,S N₂ P G₃ Ṡ,False
ravikulanayakan,RavikulanAyakan,ravikulanAyakan,64,Vaacaspati,S R2 M2 P N2 S,S D2 P G3 S,S R₂ M₂ P N₂ Ṡ,S D₂ P G₃ Ṡ,False
samantamani,SAmantamaNi,sAmantamaNi,64,Vaacaspati,S G3 M2 P M2 D2 N2 S,S N2 D2 P G3 S,S G₃ M₂ P M₂ D₂ N₂ Ṡ,S N₂ D₂ P G₃ Ṡ,False
samantashikhamani,SAmantashikhAmaNi,sAmantashikhAmaNi,64,Vaacaspati,S G3 M2 P M2 D2 N2 S,S N2 D2 P G3 S,S G₃ M₂ P M₂ D₂ N₂ Ṡ,S N₂ D₂ P G₃ Ṡ,False
santanika,SantAnika,santAnika,64,Vaacaspati,S R2 G3 M2 N2 S,S N2 M2 G3 R2 S,S R₂ G₃ M₂ N₂ Ṡ,S N₂ M₂ G₃ R₂ Ṡ,False
saranga,SAranga,sAranga,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S D2 P M2 R2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S D₂ P M₂ R₂ G₃ R₂ Ṡ,False
saranga,SAranga,sAranga,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 D2 P M2 R2 G3 M2 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ R₂ G₃ M₂ R₂ Ṡ,False
sarasuvati,Sarasuvati,sarasuvati,64,Vaacaspati,S R2 M2 P D2 S,S N2 D2 P M2 R2 S,S R₂ M₂ P D₂ Ṡ,S N₂ D₂ P M₂ R₂ Ṡ,False
sarasvati,Sarasvati,Sarasvati,64,Vaacaspati,S R2 M2 P D2 S,S N2 D2 M2 G3 R2 S,S R₂ M₂ P D₂ Ṡ,S N₂ D₂ M₂ G₃ R₂ Ṡ,False
sarasvati,Sarasvati,sarasvati,64,Vaacaspati,S R2 M2 P D2 S,S N2 D2 P M2 G3 R2 S,S R₂ M₂ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
sarasvati,Sarasvati,sarasvati,64,Vaacaspati,S R2 M2 P D2 S,S N2 D2 P M2 R2 S,S R₂ M₂ P D₂ Ṡ,S N₂ D₂ P M₂ R₂ Ṡ,False
sarasvati,Sarasvati,sarasvati,64,Vaacaspati,S R2 M2 P D2 S,S N2 D2 P M2 S,S R₂ M₂ P D₂ Ṡ,S N₂ D₂ P M₂ Ṡ,False
sharadindumukhi,Sharadindumukhi,sharadindumukhi,64,Vaacaspati,S G3 M2 P D2 N2 D2 N2 P S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P D₂ N₂ D₂ N₂ P Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
sharadindumukhi,Sharadindumukhi,sharadindumukhi,64,Vaacaspati,S G3 M2 P N2 D2 N2 D2 S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P N₂ D₂ N₂ D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
sharadindumukhi,Sharadindumukhi,sharadindumukhi,64,Vaacaspati,S G3 M2 P N2 D2 N2 P S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P N₂ D₂ N₂ P Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
shivapriya,ShivapriyA,shivapriyA,64,Vaacaspati,S G3 M2 D2 N2 S,S N2 D2 M2 G3 S,S G₃ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ Ṡ,False
shivaranjani,Shivaranjani,shivaranjani,64,Vaacaspati,S R2 G3 M2 D2 P D2 N2 S,S N2 D2 P D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ P D₂ N₂ Ṡ,S N₂ D₂ P D₂ M₂ G₃ R₂ Ṡ,False
shivaranjani,Shivaranjani,shivaranjani,64,Vaacaspati,S R2 M2 P D2 N2 S,S N2 D2 P D2 M2 G3 R2 S,S R₂ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P D₂ M₂ G₃ R₂ Ṡ,False
shivaraudram,Shivaraudram,shivaraudram,64,Vaacaspati,S R2 G3 M2 P D2 S,S N2 P G3 S,S R₂ G₃ M₂ P D₂ Ṡ,S N₂ P G₃ Ṡ,False
shribrndavanasaranga,ShrIbrndAvanasAranga,shrIbrndAvanasAranga,64,Vaacaspati,S R2 M2 P N2 S,S N2 P M2 R2 S,S R₂ M₂ P N₂ Ṡ,S N₂ P M₂ R₂ Ṡ,False
shriketakapriya,ShrIkEtakapriyA,shrIkEtakapriyA,64,Vaacaspati,S G3 M2 P N2 S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
shriratnambari,ShrIratnAmbari,shrIratnAmbari,64,Vaacaspati,S G3 M2 P S,S N2 D2 P M2 R2 S,S G₃ M₂ P Ṡ,S N₂ D₂ P M₂ R₂ Ṡ,False
shuddhalahari,Shuddhalahari,shuddhalahari,64,Vaacaspati,S R2 M2 D2 N2 S,S N2 D2 M2 R2 S,S R₂ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ R₂ Ṡ,False
simhasvarupi,SimhasvarUpi,simhasvarUpi,64,Vaacaspati,S G3 M2 D2 N2 S,S N2 P M2 G3 S,S G₃ M₂ D₂ N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
simhasvarupini,SimhasvarUpiNi,simhasvarUpiNi,64,Vaacaspati,S G3 M2 D2 N2 S,S N2 P M2 G3 S,S G₃ M₂ D₂ N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
sudhalahari,SudhAlahari,sudhAlahari,64,Vaacaspati,S R2 M2 D2 N2 S,S N2 D2 M2 R2 S,S R₂ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ R₂ Ṡ,False
sukhamesvarupan,SukhamEsvarUpan,sukhamEsvarUpan,64,Vaacaspati,S R2 G3 P D2 N2 S,S N2 P M2 G3 S,S R₂ G₃ P D₂ N₂ Ṡ,S N₂ P M₂ G₃ Ṡ,False
suryakamadhyamam,SUryakamadhyamam,sUryakamadhyamam,64,Vaacaspati,S R2 M2 P N2 D2 S,S N2 D2 P M2 G3 R2 S,S R₂ M₂ P N₂ D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
tandolika,TAndOLikA,tAndOLikA,64,Vaacaspati,S R2 M2 P N2 D2 S,S N2 D2 P M2 G3 R2 S,S R₂ M₂ P N₂ D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
tarunipriya,TaruNIpriyA,taruNIpriyA,64,Vaacaspati,S G3 R2 G3 M2 D2 N2 D2 S,S N2 P M2 R2 S,S G₃ R₂ G₃ M₂ D₂ N₂ D₂ Ṡ,S N₂ P M₂ R₂ Ṡ,False
triveni,TrivENi,trivENi,64,Vaacaspati,S R2 M2 P D2 N2 S,S N2 D2 P M2 R2 S,S R₂ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ R₂ Ṡ,False
uttari,Uttari,uttari,64,Vaacaspati,S G3 M2 P D2 N2 S,S N2 D2 M2 G3 S,S G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ Ṡ,False
vacaspati,VAcaspati,vAcaspati,64,Vaacaspati,S R2 G3 M2 P D2 N2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
varalila,VaralIlA,varalIlA,64,Vaacaspati,S G3 M2 D2 N2 S,S N2 D2 M2 G3 R2 G3 S,S G₃ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ G₃ R₂ G₃ Ṡ,False
vasan,VAsan,vAsan,64,Vaacaspati,S R2 G3 M2 P N2 S,S D2 P G3 S,S R₂ G₃ M₂ P N₂ Ṡ,S D₂ P G₃ Ṡ,False
vasodhari,VasOdhari,vasOdhari,64,Vaacaspati,S R2 G3 M2 N2 D2 N2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ M₂ N₂ D₂ N₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
vatsam,Vatsam,vatsam,64,Vaacaspati,G3 M2 P D2 N2 S,S N2 D2 P M2 S,G₃ M₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₂ Ṡ,False
venkatacalan,VenkaTAcalan,venkaTAcalan,64,Vaacaspati,S G3 M2 P D2 S,S N2 D2 P M2 G3 R2 S,S G₃ M₂ P D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
vidata,VidAtA,vidAtA,64,Vaacaspati,S R2 M2 D2 N2 S,S N2 D2 M2 R2 S,S R₂ M₂ D₂ N₂ Ṡ,S N₂ D₂ M₂ R₂ Ṡ,False
vidyamali,Vidyamali,vidyamali,64,Vaacaspati,S G3 R2 G3 M2 P N2 D2 N2 S,S P M2 G3 R2 S,S G₃ R₂ G₃ M₂ P N₂ D₂ N₂ Ṡ,S P M₂ G₃ R₂ Ṡ,False
vijayabharani,VijayAbharaNi,vijayAbharaNi,64,Vaacaspati,S R2 G3 M2 P D2 N2 D2 S,S N2 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₂ D₂ Ṡ,S N₂ D₂ P M₂ G₃ R₂ Ṡ,False
vijrumbhini,VijrumbhiNi,vijrumbhiNi,64,Vaacaspati,S G3 P N2 D2 N2 S,S N2 D2 N2 P M2 G3 R2 S,S G₃ P N₂ D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₂ G₃ R₂ Ṡ,False
vilambhuri,VilambhUri,vilambhUri,64,Vaacaspati,S R2 G3 P D2 S,S N2 D2 N2 P M2 P G3 R2 S,S R₂ G₃ P D₂ Ṡ,S N₂ D₂ N₂ P M₂ P G₃ R₂ Ṡ,False
shaantakalyaani,ShaantakalyaaNi,shaantakalyaaNi,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
adikavimpiriyan,Adikavimpiriyan,adikavimpiriyan,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 S,S N3 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ Ṡ,S N₃ P M₂ G₃ R₂ Ṡ,False
alarmaghal,AlarmaghaL,alarmaghaL,65,MEcakalyaaNi,S R2 G3 M2 D2 S,S D2 M2 G3 R2 S,S R₂ G₃ M₂ D₂ Ṡ,S D₂ M₂ G₃ R₂ Ṡ,False
amrtabehag,AmrtabehAg,amrtabehAg,65,MEcakalyaaNi,S M2 G3 P N3 D2 S,S N3 D2 M2 G3 S,S M₂ G₃ P N₃ D₂ Ṡ,S N₃ D₂ M₂ G₃ Ṡ,False
anandi,Anandi,Anandi,65,MEcakalyaaNi,D2 N3 S M2 M2 P D2 N3 P D2 M2 P S,N3 S S N3 P D2 M2 P G3 M2 D2 P,D₂ N₃ Ṡ M₂ M₂ P D₂ N₃ P D₂ M₂ P Ṡ,N₃ Ṡ S N₃ P D₂ M₂ P G₃ M₂ D₂ P,False
andalinavarasam,AndALinavarasam,AndALinavarasam,65,MEcakalyaaNi,S G3 P D2 S,S N3 P M2 R2 S,S G₃ P D₂ Ṡ,S N₃ P M₂ R₂ Ṡ,False
antari,Antari,antari,65,MEcakalyaaNi,S G3 M2 P D2 N3 S,S D2 P M2 G3 R2 S,S G₃ M₂ P D₂ N₃ Ṡ,S D₂ P M₂ G₃ R₂ Ṡ,False
aprameya,ApramEya,apramEya,65,MEcakalyaaNi,S R2 M2 P D2 S,S N3 D2 M2 G3 M2 R2 S,S R₂ M₂ P D₂ Ṡ,S N₃ D₂ M₂ G₃ M₂ R₂ Ṡ,False
aprameya,ApramEya,apramEya,65,MEcakalyaaNi,S R2 M2 P N3 S,S N3 D2 M2 G3 M2 R2 S,S R₂ M₂ P N₃ Ṡ,S N₃ D₂ M₂ G₃ M₂ R₂ Ṡ,False
behag,BehAg,behAg,65,MEcakalyaaNi,S R2 G3 M2 P S P M2 P D2 N3 S P D2 N3 S,S N3 D2 N2* D2 P M2 G3 M1* G3 R2 S,S R₂ G₃ M₂ P Ṡ P M₂ P D₂ N₃ Ṡ P D₂ N₃ Ṡ,S N₃ D₂ N₂* D₂ P M₂ G₃ M₁* G₃ R₂ Ṡ,False
bhogeshvari,BhOgEshvari,bhOgEshvari,65,MEcakalyaaNi,S R2 G3 M2 P D2 N3 D2 S,S N3 D2 P M2 G3 R2 S,S R₂ G₃ M₂ P D₂ N₃ D₂ Ṡ,S N₃ D₂ P M₂ G₃ R₂ Ṡ,False
bhup,BhUp,bhUp,65,MEcakalyaaNi,S R2 G3 P D2 S,S D2 P G3 R2 S,S R₂ G₃ P D₂ Ṡ,S D₂ P G₃ R₂ Ṡ,False
bhupkalyani,BhUpkalyANi,bhUpkalyANi,65,MEcakalyaaNi,P D2 S R2 G3 M2 P,P M2 G3 M2 G3 R2 S N3 D2 P D2 S,P D₂ Ṡ R₂ G₃ M₂ P,P M₂ G₃ M₂ G₃ R₂ Ṡ N₃ D₂ P D₂ Ṡ,False
